ticker,entry_time,entry_price,exit_time,exit_price,quantity,pnl,pnl_pct
JPM,2026-03-16T12:30:00-04:00,285.7504613342285,2026-03-19T12:30:00-04:00,286.00371853637694,43.79,11.090132882081113,0.08862879904583547
TSLA,2026-03-24T11:30:00-04:00,384.47408633422845,2026-03-26T10:30:00-04:00,379.6299997558594,32.54,-157.62657726012915,-1.2599253761300389
AMZN,2026-03-23T11:30:00-04:00,210.49027877807615,2026-03-26T14:30:00-04:00,208.08161183166504,59.44,-143.17116329467592,-1.1443126781881483
JPM,2026-03-19T13:30:00-04:00,287.14684533691405,2026-03-26T15:30:00-04:00,288.8508746337891,43.57,74.24455646484527,0.5934347963585216
AAPL,2026-03-23T11:30:00-04:00,251.06080755615233,2026-03-27T12:30:00-04:00,250.15959365844728,49.84,-44.916500661619615,-0.3589623989811642
AAPL,2026-03-31T13:30:00-04:00,253.37311511230465,2026-04-07T10:30:00-04:00,247.57218731689454,49.38,-286.44981453735096,-2.2894803944920956
META,2026-03-31T12:30:00-04:00,570.7802319946288,2026-04-07T13:30:00-04:00,568.2661869506836,21.92,-55.10786736327884,-0.4404576232711683
GOOGL,2026-03-31T13:30:00-04:00,287.2970197753906,2026-04-07T15:30:00-04:00,320.1245623168945,43.55,1429.6394776824961,11.426342872323762
AMZN,2026-03-31T12:30:00-04:00,209.36415377807614,2026-04-09T09:30:00-04:00,224.31545329284668,59.76,893.4896590026874,7.141289110369277
MSFT,2026-03-31T13:30:00-04:00,370.1798075561523,2026-04-09T10:30:00-04:00,368.5161247558594,33.8,-56.23247864990062,-0.4494255943554012
NVDA,2026-03-31T13:30:00-04:00,173.43325450134276,2026-04-09T15:30:00-04:00,184.23557817077636,72.14,779.2796295129402,6.228519265519504
JPM,2026-03-31T12:30:00-04:00,294.5242409973144,2026-04-13T15:30:00-04:00,309.51018731689453,42.49,636.75285911896,5.088187739262109
AAPL,2026-04-14T09:30:00-04:00,259.5893165588379,2026-04-14T11:30:00-04:00,257.43231243896486,48.2,-103.96759857787968,-0.8309294652286359
AAPL,2026-04-14T13:30:00-04:00,259.03877877807616,2026-04-14T14:30:00-04:00,258.0666871948242,48.3,-46.95202347106861,-0.3752687485006826
TSLA,2026-04-13T09:30:00-04:00,352.1295793151855,2026-04-15T09:30:00-04:00,376.3233121948242,35.54,859.8452665423605,6.87069030857624
MSFT,2026-04-13T09:30:00-04:00,377.8524811096191,2026-04-15T09:30:00-04:00,405.6889062194824,33.12,921.9423996386738,7.367008687654401
AAPL,2026-04-14T15:30:00-04:00,258.3530962219238,2026-04-21T14:30:00-04:00,267.69703134155276,48.29,451.2186269268821,3.616730457761794
TSLA,2026-04-22T09:30:00-04:00,393.0940868835449,2026-04-22T10:30:00-04:00,389.2403748779297,31.83,-122.6636531387316,-0.980353593249767
JPM,2026-04-17T09:30:00-04:00,313.37305755615233,2026-04-22T12:30:00-04:00,312.47721853637694,39.93,-35.770852059631494,-0.28586982772597536
JPM,2026-04-23T09:30:00-04:00,314.71439389038085,2026-04-23T12:30:00-04:00,310.1994997558594,39.76,-179.51219078857306,-1.4346004574846527
AAPL,2026-04-22T09:30:00-04:00,272.21194244384765,2026-04-24T13:30:00-04:00,269.7000312194824,45.97,-115.47255898406986,-0.9227777450959547
NVDA,2026-04-24T09:30:00-04:00,202.80760072326657,2026-04-27T13:30:00-04:00,215.44932829284667,61.7,779.9945910430921,6.233359856581455
JPM,2026-04-28T09:30:00-04:00,312.9126061096191,2026-04-29T09:30:00-04:00,309.84984365844724,39.99,-122.47987042236284,-0.9787916470514201
MSFT,2026-04-27T10:30:00-04:00,423.34791278076165,2026-04-29T13:30:00-04:00,423.2313437805176,29.56,-3.445779647214283,-0.027535036012902924
GOOGL,2026-04-22T13:30:00-04:00,338.4305912780761,2026-04-30T09:30:00-04:00,368.6909375610351,36.97,1118.7250020809945,8.941374409648205
AMZN,2026-04-21T09:30:00-04:00,252.9376825561523,2026-04-30T11:30:00-04:00,258.8758747558594,49.47,293.7623681195097,2.3476898102712735
JPM,2026-04-30T11:30:00-04:00,314.1037985534668,2026-05-04T10:30:00-04:00,307.2324685363769,39.84,-273.75378788086005,-2.1875985100257305
MSFT,2026-05-04T11:30:00-04:00,416.1357212219238,2026-05-04T12:30:00-04:00,414.1604371948242,30.07,-59.39679069488426,-0.4746730276601666
AAPL,2026-04-29T12:30:00-04:00,270.48020144653316,2026-05-06T12:30:00-04:00,286.4432809753418,46.26,738.4520590026874,5.901755264687688
TSLA,2026-04-30T12:30:00-04:00,378.8985090026855,2026-05-07T09:30:00-04:00,410.83875,33.02,1054.666757731325,8.42976159536382
JPM,2026-05-06T09:30:00-04:00,314.6343273315429,2026-05-07T12:30:00-04:00,307.62206268310547,39.77,-278.87776506835746,-2.228702986069395
AMZN,2026-04-30T13:30:00-04:00,262.622345336914,2026-05-07T15:30:00-04:00,271.3583748779297,47.64,416.1844473339871,3.3264608652429666
META,2026-05-07T10:30:00-04:00,622.0013848876953,2026-05-08T10:30:00-04:00,608.2811246337891,20.12,-276.05163630859255,-2.2058247115291287
AMZN,2026-05-08T10:30:00-04:00,273.1829136657715,2026-05-08T13:30:00-04:00,272.24737756347656,45.8,-42.847553485107255,-0.34245776565642383
AMZN,2026-05-08T14:30:00-04:00,273.34307733154293,2026-05-11T09:30:00-04:00,271.69303134155274,45.77,-75.52260496185099,-0.6036538426721588
META,2026-05-13T11:30:00-04:00,613.1125,2026-05-18T10:30:00-04:00,606.9824368286132,20.41,-125.11458932800302,-0.999826813412991
MSFT,2026-05-15T09:30:00-04:00,418.8884712219238,2026-05-20T09:30:00-04:00,413.5660309753418,29.87,-158.9812901654045,-1.2706103443372683
MSFT,2026-05-20T13:30:00-04:00,420.8704622192382,2026-05-21T12:30:00-04:00,416.9825939025879,29.73,-115.58632505401421,-0.9237683956602004
AMZN,2026-05-20T14:30:00-04:00,264.49922033691405,2026-05-26T12:30:00-04:00,262.00771902465823,47.31,-117.87292708282288,-0.9419692462919906
JPM,2026-05-20T11:30:00-04:00,302.17186511230466,2026-05-27T10:30:00-04:00,297.17253121948244,41.41,-207.02241650176816,-1.654467033508953
GOOGL,2026-05-27T09:30:00-04:00,392.0766825561523,2026-05-29T09:30:00-04:00,383.02659365844727,31.91,-288.7883367257682,-2.308244611411932
AMZN,2026-05-27T09:30:00-04:00,270.13485522460934,2026-06-01T09:30:00-04:00,263.9957497558594,46.32,-284.36336531249816,-2.2726076809471594
AAPL,2026-05-19T15:30:00-04:00,298.478172668457,2026-06-01T10:30:00-04:00,306.2534375610351,41.81,325.0838251586925,2.6049693426710783
META,2026-05-22T09:30:00-04:00,609.3087122192383,2026-06-01T10:30:00-04:00,612.7866243896484,20.54,71.43631598022448,0.5707963960900572
NVDA,2026-05-29T11:30:00-04:00,216.20599549865722,2026-06-03T11:30:00-04:00,215.41437487792967,57.87,-45.811085321502865,-0.3661418449112614
AAPL,2026-06-02T11:30:00-04:00,312.7924909973144,2026-06-03T15:30:00-04:00,312.99168768310545,40.0,7.96786743164148,0.0636833336874277
NVDA,2026-06-04T15:30:00-04:00,214.644422668457,2026-06-05T09:30:00-04:00,211.02966485595704,57.15,-206.58340898437268,-1.684067895900267
META,2026-06-03T13:30:00-04:00,622.5269343261718,2026-06-05T11:30:00-04:00,609.2001875610351,20.1,-267.8676099792478,-2.140750227869527
GOOGL,2026-06-04T15:30:00-04:00,366.70633633422847,2026-06-05T13:30:00-04:00,367.08753158569334,33.57,12.796724591675812,0.10395109483939749
AAPL,2026-06-04T13:30:00-04:00,311.7214136657714,2026-06-05T14:30:00-04:00,308.57112487792966,40.14,-126.45259194396823,-1.0106103237487265
AAPL,2026-06-08T10:30:00-04:00,314.243922668457,2026-06-08T13:30:00-04:00,304.5950939025879,39.82,-384.21636145690746,-3.070490173345084
JPM,2026-06-02T12:30:00-04:00,300.74545233154294,2026-06-11T11:30:00-04:00,309.4452498779297,41.6,361.9115779296899,2.892744505009534
JPM,2026-06-11T12:30:00-04:00,313.3029802246093,2026-06-17T09:30:00-04:00,335.7938748779297,39.95,898.5112414001487,7.178640508684747
NVDA,2026-06-12T15:30:00-04:00,209.06385072326657,2026-06-17T11:30:00-04:00,207.21757804870606,60.94,-112.51185678771745,-0.8831142582389253
TSLA,2026-06-12T10:30:00-04:00,400.2998938903808,2026-06-17T13:30:00-04:00,400.939174621582,31.26,19.983915657349858,0.15970044982731704
GOOGL,2026-06-12T11:30:00-04:00,361.93157733154294,2026-06-17T13:30:00-04:00,365.28434390258786,34.58,115.93866802673347,0.926353703582394
AMZN,2026-06-18T14:30:00-04:00,243.32308183288572,2026-06-22T09:30:00-04:00,235.47429670715331,51.43,-403.6630190164176,-3.2256640293266345
GOOGL,2026-06-18T14:30:00-04:00,367.9575863342285,2026-06-22T09:30:00-04:00,348.51112536621093,34.0,-661.1796729125971,-5.284973510602843
NVDA,2026-06-18T11:30:00-04:00,210.19498561096188,2026-06-23T09:30:00-04:00,202.88971115112304,59.53,-434.88298859420627,-3.4754751349586255
AMZN,2026-06-24T11:30:00-04:00,241.16091816711423,2026-06-24T14:30:00-04:00,235.67907829284667,51.89,-284.4526710757439,-2.2731045792705444
TSLA,2026-06-29T09:30:00-04:00,396.075672668457,2026-06-30T14:30:00-04:00,423.0715001220703,31.59,852.7981892596438,6.81582569101907
META,2026-06-29T10:30:00-04:00,567.3367895507812,2026-07-01T09:30:00-04:00,611.9074995117187,22.06,983.2298617382813,7.856128984025294
